25.6551609709 , 87.8731343893
25.6379206318 , 87.8775035242
25.6514833344 , 87.8977488258
25.647434649 , 87.8914016398
25.6479317548 , 87.8899019967
25.6511458088 , 87.888803018
25.6442594596 , 87.8916146004
25.6451106083 , 87.8788877547
25.6543302898 , 87.8831240492
25.6514613312 , 87.8727694336
25.6455834232 , 87.8928223402
25.6542379416 , 87.8832600756
25.6484874801 , 87.8839490299
25.6453105325 , 87.8770373882
25.6518385382 , 87.8811539304
25.6603617946 , 87.885977361
25.6504072237 , 87.8722348653
25.6498960213 , 87.8734037443
25.6466106485 , 87.8862165997
25.6556042341 , 87.8756236394
25.6558521214 , 87.8814199426
25.6469617902 , 87.8751481097
25.638889746 , 87.8758470632
25.6435631298 , 87.8851267705
25.6492847983 , 87.8972959566
25.6524425035 , 87.8932764827
25.6525525313 , 87.8973772827
25.6506423705 , 87.8735694332
25.6553112388 , 87.8745448003
25.6449774361 , 87.8951939974
25.6737215859 , 87.8695884984
25.6685357486 , 87.8662185795
25.6715344131 , 87.8633356203
25.67784632 , 87.8543702896
25.6759493813 , 87.8739498253
25.6790655951 , 87.8621397785
25.6822387689 , 87.8637705243
25.6834453943 , 87.8637247452
25.6825452181 , 87.8658685098
25.6681455426 , 87.8619126561
25.6824672637 , 87.8605308281
25.6788804933 , 87.8672030157
25.675640497 , 87.8771371529
25.6709741661 , 87.8556260915
25.6775655343 , 87.8672838032
25.6665913124 , 87.8722473726
25.6709959966 , 87.8679674298
25.6743016836 , 87.8651343408
25.6808782002 , 87.8682130993
25.6716768158 , 87.8551572461
25.6845933445 , 87.8659665894
25.6819927039 , 87.8682619255
25.6722098041 , 87.863255668
25.6712906132 , 87.8577167127
25.6825022574 , 87.8728232777
25.669718017 , 87.8594083092
25.6695044829 , 87.8744851734
25.6707062016 , 87.8621084823
25.6706323723 , 87.8756154133
25.6846173302 , 87.8651642097
25.284600848 , 87.8249942578
25.3086644393 , 87.7962627868
25.2787960934 , 87.8319575131
25.2907648413 , 87.8108340863
25.2734337097 , 87.8346267084
25.3231041337 , 87.7970934025
25.2998801632 , 87.8233147101
25.288160466 , 87.8345639322
25.3188715065 , 87.816381288
25.2923740444 , 87.8075563853
25.2824424361 , 87.837679304
25.2887366523 , 87.8255373358
25.3081164642 , 87.8048003691
25.3014436434 , 87.8390520091
25.3060413214 , 87.8271661874
25.2728875572 , 87.8599775182
25.2710636651 , 87.8422850943
25.2994108138 , 87.8134652186
25.3163317183 , 87.8121213215
25.2715753211 , 87.846825548
25.2999647904 , 87.8214183222
25.299460935 , 87.8152712794
25.3097309134 , 87.8158095733
25.3139543032 , 87.8301797037
25.2823140785 , 87.849450774
25.2750519187 , 87.8495486485
25.2752339511 , 87.863802183
25.2696401421 , 87.8455826735
25.305813212 , 87.831205394
25.29920475 , 87.8090791805
26.1485975635 , 84.8932659442
25.2951611497 , 86.8404237839
