created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-08-02 23:55:39,DineshME1,"RT @narendramodi: A package of Rs. 2000 crore for flood relief, rehabilitation, reconstruction measures for affected states of the Northeas…",,,"Chennai, India",RT,
2017-08-02 23:53:14,bhavik7272,"RT @ShefVaidya: Must be for Gujarat flood relief. After all, @INCIndia MLAs were rescued from flooded Gujarat and kept in his brother's res…",,,,RT| Gujarat| INCIndia| Gujarat,"[22.258652,71.1923805][15.656563,80.009474][22.258652,71.1923805]"
2017-08-02 23:53:06,velocerere,RT @sarbanandsonwal: Hon'ble PM @narendramodi ji's visit to Assam reiterates his commitment towards a long term solution to State's flood p…,,,,RT| Assam| State,"[26.2006043,92.9375739][41.9216582,-87.6524064]"
2017-08-02 23:51:09,c056084e5d0d400,RT @Dantamano: Monks &amp; Devotees from Wat Phra #Dhammakaya went through waist-deep #flood to give necessities in #SakolNakorn. #Compassion i…,,,,RT| Wat Phra| Dhammakaya,"[13.7515912,100.4926579][14.0666954,100.6472345]"
2017-08-02 23:47:00,ajaysha20597509,"RT @SachinPilot: Same stories of govt apathy in providing food,water, medicine or compensation to flood victims came up in Pali district ht…",,,"Beawar, Rajasthan",RT| Pali,"[25.7710893,73.3234478]"
2017-08-02 23:46:38,pateljigar47,"RT @narendramodi: A package of Rs. 2000 crore for flood relief, rehabilitation, reconstruction measures for affected states of the Northeas…",,,"At: Alindra.Gujarat, india",RT,
2017-08-02 23:46:26,boonluan259,RT @Dantamano: Monks &amp; Devotees from Wat Phra #Dhammakaya went through waist-deep #flood to give necessities in #SakolNakorn. #Compassion i…,,,,RT| Wat Phra| Dhammakaya,"[13.7515912,100.4926579][14.0666954,100.6472345]"
2017-08-02 23:46:20,ajaysha20597509,RT @SachinPilot: Continued to tour and extend all possible help to the people in flood affected areas of Sirohi district https://t.co/DCFcA…,,,"Beawar, Rajasthan",RT| Sirohi,"[24.8851548,72.8574558]"
2017-08-02 23:42:58,wanidlop,"RT @Dantamano: Mission continues. Wat Phra #Dhammakaya 
'monks &amp; devotees continue distributing necessities to #flood victims in #SakolNako…",,,,RT| Wat Phra| Dhammakaya,"[13.7515912,100.4926579][14.0666954,100.6472345]"
2017-08-02 23:42:05,jubinkk,RT @SachinPilot: Continued to tour and extend all possible help to the people in flood affected areas of Sirohi district https://t.co/DCFcA…,,,,RT| Sirohi,"[24.8851548,72.8574558]"
2017-08-02 23:39:18,pramodg0501,RT @narendramodi: Joined a series of high level meetings to review the flood situation in various parts of the Northeast. https://t.co/R6ta…,,,"Guwahati, Assam",#,
2017-08-02 23:39:02,nilay_dasadiya,RT @zubinashara: PM shri @narendramodi ji will do Aerial Survey of the Flood affected areas of Gujarat today at 5 pm.,,,"Ahmadabad City, India",RT| Aerial Survey| Flood| Gujarat,"[40.071844,-75.005942][37.2923509,-78.73278][22.258652,71.1923805]"
2017-08-02 23:38:45,BangkokPostNews,Flood-struck Korat seeks B11bn https://t.co/uXFDqXtyw8 https://t.co/8aU8PhMivH,,,Thailand,B11bn,"[52.4765588, -1.9009001]"
2017-08-02 23:36:38,digantahazarika,"RT @AskAnshul: Not only RSS doing flood relief campaign in affected regions but also Muslims kar seva cleans flood-hit temples, Gujarat. Un…",,,New Delhi India,#,
2017-08-02 23:35:33,Junnu3,"RT @bhaiyyajispeaks: No matter what they get in return, That's how RSS Swayamsevaks are helping people in disastrous conditions of flood af…",,,"Hyderabad, Andhra Pradesh",RT| RSS Swayamsevaks,"[25.449928,81.8600809]"
2017-08-02 23:35:17,ersushilkumar,PM to review flood situation in the North Eastern States tomorrow https://t.co/Ip5vBuF45H,,,"New Delhi, India",North Eastern,"[42.3398067,-71.0891717]"
2017-08-02 23:33:33,nilay_dasadiya,RT @zubinashara: Today's Media Coverage of @bjymguj Work for Flood affected areas. @DrRutvij @jitu_vaghani @vijayrupanibjp @ChaudhryShankar…,,,"Ahmadabad City, India",RT| Media Coverage| Flood| DrRutvij,"[56.677953,12.8577661][37.2923509,-78.73278][22.3108505, 73.1538884]"
