created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-08-29 23:59:28,bonhomy,"RT @IndianExpress: Goods train services resume for northeastern states
https://t.co/yzlYv3DvzQ",,,New Delhi,RT,
2017-08-29 23:57:50,sksingh0908,"RT @IndianExpress: Goods train services resume for northeastern states
https://t.co/yzlYv3DvzQ",,,,RT,
2017-08-29 23:57:10,DaPathanGuy,Historic levels of rainfall flood Houston’s streets https://t.co/DFEeepeLuN,,,Islamabad,Historic,"[33.738741, -117.7612636]"
2017-08-29 23:55:09,mvnair212,"RT @IndianExpress: Goods train services resume for northeastern states
https://t.co/yzlYv3DvzQ",,,Bhopal,RT,
2017-08-29 23:54:38,RURALINDIA,"#MumbaiRains It rained to flood Mumbai. No warning from Met dept. Then by evening Met warned heavy rains. Predictably, not even a drop now",,"[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",Planet Earth,Mumbai| Met| Met,"[19.0759837,72.8776559][49.1193089,6.1757156][49.1193089,6.1757156]"
2017-08-29 23:54:18,ganeshmahnar,"Behind Mumbai flood, cruel August
https://t.co/vEKRRchN2N",,,India,Mumbai,"[19.0759837,72.8776559]"
2017-08-29 23:53:53,Mahi_Mohan00,Texas man says his 350 alligators are not on the loose—but he's worried about it https://t.co/Mk4cXrprAN https://t.co/nqVVgJcdIM,,,"New Delhi, India",Texas,"[31.9685988,-99.9018131]"
2017-08-29 23:53:43,Bigcat1958,RT @mayurnandvanshi: Think they should change the scale to more like 5-year flood #HurricaneHarvey  https://t.co/7xhaSsNNao,,,,RT| HurricaneHarvey,"[39.225013,-90.9220472]"
2017-08-29 23:52:06,khushiimumbai,RT @rohanlawate: Masjid in ghatkopar announcing shelter for those who had affected by flood #MumbaiRains,,,world,RT,
2017-08-29 23:51:56,nirmalbandyopa5,@BBCNewsbeat India may offer help notwithstanding GOI not shown any sympathy for W.B. flood havoc !!!,,,"Kolkata, West Bengal",BBCNewsbeat India| GOI,"[][35.5196869,140.0845892]"
2017-08-29 23:50:02,revivebihar,"Goods train services resume for northeastern states
https://t.co/WpmiMTGDwb#Bihar https://t.co/Utq4rO2nPh  MT @IndianExpress",,,Bihar,Goods,"[36.0574309, -115.0483133]"
2017-08-29 23:49:09,SSRPillai,RT @ndmaindia: #MumbaiRains : Don't walk/swim through #flood waters. https://t.co/ckaRzodBgp,,,Planet Mars!,RT,
2017-08-29 23:48:56,IndianExpress,"Goods train services resume for northeastern states
https://t.co/yzlYv3DvzQ",,,India,Goods,"[36.0574309, -115.0483133]"
2017-08-29 23:48:46,JaveedAhmedM,"RT @CNNnews18: In an online hashtag campaign #RainHosts, residents in Mumbai are offering support. #MumbaiRains https://t.co/fFyoFELvM3",,,17°22'N / 78°26'E,RT| Mumbai,"[19.0759837,72.8776559]"
2017-08-29 23:42:37,udaykn06,#MumbaiFlooded Nothing can stop the spirits of Mumbaikers going down the drain even rain and flood creates havoc across Mumbai.,,,"Mumbai, India",Mumbai,"[19.0759837,72.8776559]"
2017-08-29 23:38:53,anshu_mani,@sardesairajdeep GOI shud not only ensure every possible help to these flood affected areas but also act same. It is the time to action.,,,"Uttar Pradesh, India",GOI,"[35.5196869,140.0845892]"
2017-08-29 23:37:18,dairyblondeLN66,"RT @nirajan_sedhain: #HurricaneHarvey Katy, TX Flood 8 27 17 live clicked by drone: https://t.co/bPsoXvpa0V via @YouTube",,,"Wisconsin, USA",RT| HurricaneHarvey Katy| TX Flood,[][]
