created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-08-13 23:56:18,Bikuengr,"RT @TimesNow: Bihar flood situation grim; help of Army, IAF sought. Read the full story here: https://t.co/fRWhv4eKKr",,,Kolkata/Bhubaneswar,RT| Army| IAF,"[40.7924171,-74.1966221][41.873458, -87.6288916]"
2017-08-13 23:50:59,Bharatvanshi211,RT @Sanjay_Dixit: There is a flood of reportage and outrage after the DNA and @BDUTT gave their certificate of appreciation to this doctor…,,,India,RT| DNA| BDUTT,"[37.7710938, -122.4126502][]"
2017-08-13 23:50:17,disasteraware,"#FLOOD New Alert: Floods/Landslides - Nepal, Severity: WARNING https://t.co/hNuyeNyVF4","{u'type': u'Point', u'coordinates': [27.58422, 84.50467]}","[[[80.0633414, 26.3483092], [88.2026997, 26.3483092], [88.2026997, 30.4333897], [80.0633414, 30.4333897]]]","Maui, Hawaii",FLOOD New Alert| Nepal| Severity,"[16.1322924, 120.67945][28.394857,84.124008][40.59119,-112.4746246]"
2017-08-13 23:48:24,Bis_Sandeep,"Northeast Rail Link Cut, Lakhs Displaced In Assam, Bihar Flood: 10 Points https://t.co/nCVTk5Icy3 #NDTVNewsBeeps https://t.co/diYDDjKCVO",,,"Kolkata, India",Northeast Rail Link Cut| Lakhs Displaced| Assam| Bihar Flood| NDTVNewsBeeps,"[52.7425894, -109.015639][][26.2006043,92.9375739][25.5832852, 85.09756569999999][]"
2017-08-13 23:42:35,siddharth_bth,RT @sarbanandsonwal: Got a call from @PMOIndia Shri @narendramodi ji as I was taking on spot review of flood relief &amp; rescue operations in…,,,"Bihar, INDIA",RT| PMOIndia Shri,[]
2017-08-13 23:40:36,MeraDharm,RT @Sanjay_Dixit: There is a flood of reportage and outrage after the DNA and @BDUTT gave their certificate of appreciation to this doctor…,,,MOTHER INDIA,RT| DNA| BDUTT,"[37.7710938, -122.4126502][]"
2017-08-13 23:38:33,BiswasRanit,"RT @TimesNow: Bihar flood situation grim; help of Army, IAF sought. Read the full story here: https://t.co/fRWhv4eKKr",,,,RT| Army| IAF,"[40.7924171,-74.1966221][41.873458, -87.6288916]"
2017-08-13 23:35:00,TimesNow,"Bihar flood situation grim; help of Army, IAF sought. Read the full story here: https://t.co/fRWhv4eKKr",,,India,Bihar| Army| IAF,"[25.0960742, 85.31311939999999][40.7924171,-74.1966221][41.873458, -87.6288916]"
2017-08-13 23:31:28,sajjansiddiqui,Change is needed https://t.co/iFIfm92XW9,,,Nepalganj,Change,"[47.986925, 0.2786429]"
2017-08-13 23:30:54,Imrosna,RT @FACTSNepal: If you are in flood affected area &amp; if you want to volunteer... https://t.co/sVZijiPhEz,,," Kathmandu, Nepal",RT,
2017-08-13 23:27:53,guwahaticity,Worst flood in 29 years hits Assam https://t.co/opjOpH5vOE,,,"Guwahati, Assam",Assam,"[26.2006043,92.9375739]"
2017-08-13 23:26:51,Violetcatlover,"RT @arpanshr: Assist flood/landslide survivors.
Aid collection points so far.
1. Ventures Cafe, opp PMO, Baluwatar
2. Shilpi Theatre, Batti…",,,,RT| Aid| Ventures Cafe| PMO| Shilpi Theatre,"[41.7833404, -88.32233649999999][27.726192, 85.33078909999999][34.6712532, -77.3498329][27.704452, 85.341088]"
2017-08-13 23:25:11,PrasaiRaj,@Owltrust @raju_acharya_13 Thank you! Flood has hit Nepal really bad this time.,,,"Kathmandu, Nepal",Flood| Nepal,"[37.2923509,-78.73278][28.394857,84.124008]"
2017-08-13 23:22:12,amiyadamvb,"Flood condition at #balurghat 
Cant reach station.
We r going buniadpur station to catch 13161 by bus.
1hr15min ti reach bndp
@RailMinIndia",,"[[[88.405061, 25.165728], [89.01251, 25.165728], [89.01251, 25.522466], [88.405061, 25.522466]]]","Balurghat, India",Flood,"[37.2923509,-78.73278]"
2017-08-13 23:17:16,garimadhakal,"RT @arpanshr: Assist flood/landslide survivors.
Aid collection points so far.
1. Ventures Cafe, opp PMO, Baluwatar
2. Shilpi Theatre, Batti…",,,"California, USA",RT| Aid| Ventures Cafe| PMO| Shilpi Theatre,"[41.7833404, -88.32233649999999][27.726192, 85.33078909999999][34.6712532, -77.3498329][27.704452, 85.341088]"
2017-08-13 23:15:55,zakaria0203,Devastating Flood 2nd time in two months https://t.co/5j7zorNjtl,,,Assam. India,,[]
2017-08-13 23:15:39,viren_joon,"India assures full support to flood-affected Nepal, The death toll in Nepal has crossed 50, with thousands displaced due to the floods.",,,"New Delhi, India",India| Nepal,"[20.593684,78.96288][28.394857,84.124008]"
2017-08-13 23:15:37,AtimanarjNews,'Double Standards': The Lesser-Known Flood Struggle In Assam https://t.co/DcsToEviQe,,,India,Flood Struggle| Assam,"[][26.2006043,92.9375739]"
2017-08-13 23:14:41,EforEasy,"RT @kathmandupost: Six of a family missing as landslides buries house in Makwanpur

#KathmanduPost #Flood #Landslide #monsoon

https://t.co…",,,,RT| Makwanpur,"[27.5546357, 85.02334599999999]"
2017-08-13 23:14:21,EforEasy,"RT @kathmandupost: Death toll due to flood, landslides climbs to 41

https://t.co/ZO4XwtKme2",,,,RT,
2017-08-13 23:14:19,EforEasy,"RT @kathmandupost: Monsoon rainfall continues: Death toll climbs to 47

https://t.co/ZO4XwtKme2",,,,RT,
2017-08-13 23:12:26,Edpicwan,"RT @kathmandupost: Narayani flood sweeps away a rhino, 7 deers

#KathmanduPost

https://t.co/cbrLrf3C7v",,,"Central Region, Singapore",RT| Narayani,"[27.5863482, 84.3226488]"
2017-08-13 23:09:19,Edpicwan,"RT @kathmandupost: Narayani flood sweeps away a rhino, 7 deers

#KathmanduPost 

https://t.co/cbrLrf3C7v",,,"Central Region, Singapore",RT| Narayani,"[27.5863482, 84.3226488]"
2017-08-13 23:08:29,NepNews,Flood of recrimination - Nepali times (blog) : https://t.co/LKmk9U2piK,,,Kathmandu,Flood| Nepali,"[37.2923509,-78.73278][28.394857, 84.12400799999999]"
2017-08-13 23:07:22,amit_NWI,#Biharflood @cmbihar flood in kishanganj highway https://t.co/iSM3Lfu8z3,,,Delhi,Biharflood,"[25.5832852, 85.09756569999999]"
2017-08-13 23:06:38,amit_NWI,#Biharflood @cmbihar flood in kishanganj district town https://t.co/5wVxPCQUpj,,,Delhi,Biharflood,"[25.5832852, 85.09756569999999]"
2017-08-13 23:02:55,prashantbsur,@RailMinIndia I booked my tckt by irctc from LKO to NJP but due to flood my train19601 terminated at Katihar hw may I get my balance refund,,"[[[87.541997, 25.525778], [87.585763, 25.525778], [87.585763, 25.570712], [87.541997, 25.570712]]]",Bareilly,LKO| Katihar,"[26.8466937, 80.94616599999999][25.552,87.5719]"
2017-08-13 22:59:07,nepalnewsnow,"Nepal flood, landslide kill 55 https://t.co/y4oEXO7agN",,,"Kathmandu, Nepal",Nepal,"[28.394857,84.124008]"
2017-08-13 22:53:17,nishant9717,"Northeast Rail Link Cut, Lakhs Displaced In Assam, Bihar Flood: 10 Points https://t.co/90sippWlF8",,,"New Delhi, India",Northeast Rail Link Cut| Lakhs Displaced| Assam| Bihar Flood,"[52.7425894, -109.015639][][26.2006043,92.9375739][25.5832852, 85.09756569999999]"
2017-08-13 22:53:02,ParthPa07241800,RT @PMOIndia: A 24x7 control room helpline number 1078 is functioning continuously to deal with the flood situation: PM @narendramodi #Mann…,,,"Ahmedabad,India",RT,
2017-08-13 22:46:27,Shyam_1978,@_AdilHussain @Assam_24X7 Geographers &amp; Geologists may manage flood with sustainable management skill in future. #ManageFlood,,,"Aizawl, India",_AdilHussain,"[30.324907, 78.026594]"
2017-08-13 22:43:21,AFLAHULHAQUE,"@Shehla_Rashid Nitish is having vulture-eye on flood, following fiit steps of his godfather",,,Aligarh,,[]
2017-08-13 22:42:26,EricFielding,"RT @nepalitimes: What is surprising about this week’s floods is that we seem so surprised by them 
@kundadixit 
https://t.co/rBNRpoRO5O htt…",,,"Pasadena, California, USA",RT,
2017-08-13 22:39:59,TelanganaPost1,"RT @thehansindiaweb: Operation Flood transforms a hamlet
https://t.co/DAifdauSHz",,,"Telangana, India",RT| Flood,"[37.2923509,-78.73278]"
2017-08-13 22:38:45,SWWELYYIN,"RT @ibloodnepal: Do you want to assist flood/landslide survivors? Ventures Cafe outside PMO, Baluwatar is collecting aid from today. Spread…",,,This planet gives blood,#,
2017-08-13 22:36:08,thehansindiaweb,"Operation Flood transforms a hamlet
https://t.co/DAifdauSHz",,,Hyderabad,Operation Flood,"[16.1322924, 120.67945]"
2017-08-13 22:36:03,SWWELYYIN,"RT @ibloodnepal: Come Together to assist Flood/Landslide Survivors. #FillTheBucket, drop off at your nearest point (preferably Shilpee) &amp; s…",,,This planet gives blood,RT| FillTheBucket,"[30.0938947, -92.67211759999999]"
2017-08-13 22:35:12,hashguwahati,Worst flood in 29 years hits Assam - Times of India https://t.co/dQCtlBxE7B #Guwahati #News,,,"Guwahati, Assam",Assam| India,"[26.2006043,92.9375739][20.593684,78.96288]"
2017-08-13 22:35:01,subinkarma1,"RT @kathmandupost: Kantipur Media Group sets up relief fund for flood, landslide victims

#KathmanduPost

https://t.co/UW5VjxpChQ",,,Nepal,RT,
2017-08-13 22:33:51,nepali_update,"RT @kathmandupost: Death toll from flood, landslide climbs to 58 [UPDATE]

#KathmanduPost

https://t.co/ZO4XwtKme2",,,"London, England",RT| UPDATE,"[30.704524, 76.71865000000001]"
2017-08-13 22:30:38,The_NewsMill,#NortheastIndia Worst flood in 29 years hits Assam https://t.co/QLmKOW6NZ5,,,"Guwahati, Assam",NortheastIndia Worst| Assam,"[28.6019589, 77.3570311][26.2006043,92.9375739]"
2017-08-13 22:28:21,NewsAssam,Worst flood in 29 years hits Assam - Times of India https://t.co/4UshHiCxJI #Assam,,,"Guwahati, Assam",Assam| India,"[26.2006043,92.9375739][20.593684,78.96288]"
2017-08-13 22:28:07,john_galetzka,"RT @nepalitimes: What is surprising about this week’s floods is that we seem so surprised by them 
@kundadixit 
https://t.co/rBNRpoRO5O htt…",,,,RT,
2017-08-13 22:24:48,cw4t7abs,"RT @ndtv: Northeast Rail Link Cut, Lakhs Displaced In Assam, Bihar Flood: 10 Points https://t.co/SKD7iShsEe #NDTVNewsBeeps https://t.co/7hP…",,,Earth Sol 1 MilkyWay Laniakea ,RT| Lakhs Displaced| Assam| Bihar Flood| NDTVNewsBeeps,"[][26.2006043,92.9375739][25.5832852, 85.09756569999999][]"
2017-08-13 22:23:33,unknown_i_m,"RT @atanumitra3: @narendramodi sir parents age 76 and 66 both are need help due to flood
shankar kr mitra
82,subhaspally
kishanganj 855107…",,,"New Delhi, Delhi",RT,
2017-08-13 22:22:41,drwasim81,"@mahjabeen_naaz We are also suffering from flood.Very critical situations at Dhaka-Kundwa Chainpur Road.No reliefs,… https://t.co/tiw0FuMHMH",,,"Patna, Bihar, India ",,[]
2017-08-13 22:18:45,selberan,"RT @htTweets: India assures full support to flood-affected Nepal
https://t.co/9hEMzhkQCi https://t.co/829QLrEL2I",,,"INDIA,KERALA,KOLLAM.",RT,
2017-08-13 22:18:09,mobileoholic,"Northeast Rail Link Cut, Lakhs Displaced In Assam, Bihar Flood: 10 Points https://t.co/7kufGz1rzP #india_news https://t.co/ARMTPC6EcM",,,India,Northeast Rail Link Cut| Lakhs Displaced| Assam| Bihar Flood,"[52.7425894, -109.015639][][26.2006043,92.9375739][25.5832852, 85.09756569999999]"
