created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-08-28 23:49:45,NewsTread,Houston expected to get 17 times more rain than fell on Calgary during the 2013 flood -  https://t.co/9QbsperMXs https://t.co/AFLFhBtLhH,,,India,Houston,"[29.7604267,-95.3698028]"
2017-08-28 23:46:42,Indialaws,"""How to File a Claim for Flood Damage"" by MARY WILLIAMS WALSH via NYT The New York Times https://t.co/FdgmrkVkVK",,,"New Delhi, India",Flood Damage| MARY| WILLIAMS WALSH| New York Times,"[38.24847,-104.573944][-1.7753538, 34.1531947][41.3885199, -72.8644824][40.7560865,-73.9901118]"
2017-08-28 23:45:14,SpudLovr,"If you donate to Houston flood victims via Boys &amp; Girls of WI, you've done more than Joel Olsteen https://t.co/ANmhX4iyIx #wiunion #wiright",,,WI,Houston| Boys| Joel Olsteen,"[29.7604267,-95.3698028][50.8163523, 5.669093][29.7303278, -95.4346238]"
2017-08-28 23:40:28,fenklohyfan1988,"RT @samironphukan: Assamese community of Pune-ASOMI-sent relief material toAssam's flood effected people.Blessed to be part of it.
@CMOffic…",,,,#,
2017-08-28 23:38:13,madhav115,"Drmanish_soni: Even after the flood waters are gone, the health threats of Tropical Storm Harvey could persist -- what to know:… …",,,"Jodhpur, Rajasthan",Drmanish_soni| Tropical Storm Harvey,"[37.6213029,-77.5565235][39.225013,-90.9220472]"
2017-08-28 23:35:12,RealDanJoseph,Houston Flood Relief Fund https://t.co/dWj5j2n0E2 via @youcaring,,,Unknown,Houston Flood Relief Fund,"[29.7315481, -95.42036279999999]"
2017-08-28 23:32:41,PatriciaAJH,Have you heard from Pastor Osteen? Wd love hearing if he's making any provisions for the flood survivors. As He wd… https://t.co/og5OGY8PpT,,,somewhere in Ga,Pastor Osteen,[]
2017-08-28 23:29:51,bUmBLiNG_b33,"A flood rivaling Noah's Ark (if you believe in that sort of thing), &amp; a so-called ""megachurch"" will not even open i… https://t.co/HvtlvCUHZY",,,WI,Noah,"[35.575054,-86.192688]"
2017-08-28 23:28:16,FazleAzim2,Good Samaritan in Batman truck saves man from flood https://t.co/OQHzVYoIkb,,,"Dhaka, Bangladesh",Good Samaritan| Batman,"[37.2520144, -121.9465363][37.8895167, 41.1292832]"
2017-08-28 23:22:42,ParthPa07241800,RT @ChaudhryShankar: I met and had a great interaction with the locals and assured them of proper &amp; timely assessment of the damage caused…,,,"Ahmedabad,India",RT,
2017-08-28 23:21:35,Candolime,RT @sarbanandsonwal: Grateful to CM @ChouhanShivraj ji &amp; MP Govt for noble gesture to contribute Rs 2 cr towards flood relief. Received DD…,,,,RT| CM,"[7.369722,12.354722]"
2017-08-28 23:18:29,ParthPa07241800,RT @ChaudhryShankar: Went to Radhanpur &amp; met people of Najupura village. Heard their flood related issues and assured them of action. https…,,,"Ahmedabad,India",#,
2017-08-28 23:16:20,S1dharthmS,RT @adgpi: 24 Assam Rifles of  22 #SectorHQ org medical and dental camp at remote &amp; flood affected areas of  Biswanath Charali Assam https:…,,,In Roshu's  ❤💕😊,RT| SectorHQ| Biswanath Charali Assam,"[23.2536905, 69.65289299999999][26.7266632, 93.1478514]"
2017-08-28 23:10:15,raiwoorami1981,"RT @tweethand: This happened decades ago in our regions, these days it's happening in USA! - 3 killed in flood https://t.co/IkAuwQzPS1",,,,RT| USA,"[37.09024,-95.712891]"
2017-08-28 23:05:30,Ashtala,RT @albd1971: HPM #SheikhHasina Promises All Necessary Support For #Flood Victims https://t.co/fsFHm1AAU4 #Bangladesh #DisasterManagement h…,,,"Dhaka, Bangladesh",RT| SheikhHasina Promises All| Flood Victims,"[][39.4091651,-85.0094584]"
2017-08-28 23:05:20,ebeh,"Harvey flooding engulfs MD Anderson Cancer Center, canceling treatments https://t.co/3V4zG4TWTT",,,MA,Harvey,"[29.9035387,-90.0772944]"
2017-08-28 23:04:27,Bis_Sandeep,Nepal to distribute Rs. 1.25 billion relief aid to flood-hit farmers https://t.co/a3w2kSrz6M https://t.co/DWpqhN4BiA,,,"Kolkata, India",Nepal,"[28.394857,84.124008]"
2017-08-28 23:00:46,Indialaws,"""Homeowners (and Taxpayers) Face Billions in Losses From Flooding"" by MARY WILLIAMS WALSH via NYT The New York Tim… https://t.co/cqlfasO9qx",,,"New Delhi, India",Losses| MARY| WILLIAMS WALSH| New York,"[45.5106759, 6.306052999999999][-1.7753538, 34.1531947][41.3885199, -72.8644824][40.7127837, -74.0059413]"
2017-08-28 22:57:30,n2r3ndr2,RT @airnewsalerts: MP govt contributes Rs 2 crore to #Assam to help #flood affected people.,,,"Indore,Ahmadabad,Seoni malwa",RT,
2017-08-28 22:55:15,vipin123panwar,RT @sarbanandsonwal: Grateful to CM @ChouhanShivraj ji &amp; MP Govt for noble gesture to contribute Rs 2 cr towards flood relief. Received DD…,,,BHARAT MATA KI JAI,RT| CM,"[7.369722,12.354722]"
2017-08-28 22:54:42,YNHallak,RT @ndtv: Nepal to distribute Rs. 1.25 billion relief aid to flood-hit farmers https://t.co/JQRx578MTz https://t.co/aGMAkJg1bR,,,"Boston, Massachusetts ",RT,
2017-08-28 22:46:12,Sahidsh07236786,Silvassa shocking flood video 2017 28/8/17: https://t.co/OCgE3dQm8k via @YouTube,,,India gujarat,Silvassa,"[20.2762659, 73.0083061]"
2017-08-28 22:45:13,24LovelynBH,RT @RanaSarkar: More relief going 2 flood affected people...thanx 4 all support @srijitspeaketh @iammony @Jisshusengupta @SuvonkarB &amp; team…,,,,RT,
