created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-08-26 23:58:20,Visit_bd,Flood caused by monsoon rain by https://t.co/NgQMDz6Zlu https://t.co/Ai2QXoNRVS,,,Bangladesh,Flood,"[37.2923509,-78.73278]"
2017-08-26 23:53:36,proventedca1979,RT @RoyNarendr: What do we learn from such mishap without any action and care by river &amp; flood control deptts. No preparations earlier to m…,,,,RT,
2017-08-26 23:53:29,RAJVAL0408,RT @narendramodi: Reviewed the flood situation in Bihar. Conducted an aerial survey &amp; joined a review meeting. https://t.co/LQFobvCy2e,,,,RT| Bihar,"[25.0960742,85.3131194]"
2017-08-26 23:52:48,Jazmine53848277,"RT @RokonShah: Gruesomeness of #Flood in  #Bangladesh exceed all records. 58 deaths in 3 days. 10M peoples marooned!
@UNFCCC @UNEP @IHHen @…",,,,RT| UNFCCC,"[50.7189476,7.1238915]"
2017-08-26 23:52:00,nareshkumarbjp,RT @ShahnawazBJP: Thank you PM @narendramodi ji for personally visiting flood affected areas in Bihar &amp; announcing Rs. 500 cr towards relie…,,,Kolkata/Guwahati,RT| Bihar,"[25.0960742,85.3131194]"
2017-08-26 23:50:13,myunlockar,Modi announces ₹500 crore as immediate relief for flood-hit Bihar https://t.co/UPSCWu3wsK,,,"New Delhi, India",Modi,"[24.5855899,73.977126]"
2017-08-26 23:49:15,write2him,RT @yadavtejashwi: Bihar has worst flood but Nitish Ji's NDA PM gave only 500 Cr However in 2008 UPA gave 1100 Crore. What CM wud say on it?,,,"New Delhi, India",RT| Bihar| Nitish Ji| NDA PM| UPA,"[25.0960742,85.3131194][24.5794505, 73.7243798][44.910481, -93.186945][58.27907399999999, 22.5447629]"
2017-08-26 23:48:45,EleanorJennin11,RT @jordansread: check out https://t.co/V4CabXChSG for water view of #HurricaneHarvery #USGS,,,Dublin Ireland,RT,
2017-08-26 23:47:50,sanjai2july,RT @yadavtejashwi: Bihar has worst flood but Nitish Ji's NDA PM gave only 500 Cr However in 2008 UPA gave 1100 Crore. What CM wud say on it?,,,UP,RT| Bihar| Nitish Ji| NDA PM| UPA,"[25.0960742,85.3131194][24.5794505, 73.7243798][44.910481, -93.186945][58.27907399999999, 22.5447629]"
2017-08-26 23:44:59,USMANAH51877972,RT @YadavTejaswi: Bihar has worst flood but Nitish Ji's NDA PM gave only 500 Cr However in 2008 UPA gave 1100 Crore. What CM wud say on it?,,, U.P.,RT| Bihar| Nitish Ji| NDA PM| UPA,"[25.0960742,85.3131194][24.5794505, 73.7243798][44.910481, -93.186945][58.27907399999999, 22.5447629]"
2017-08-26 23:40:56,anu_yad,"RT @vinaydokania: Despite being in alliance with @BJP4India , @NitishKumar attacks PM @narendramodi for the paltry sum of 500cr as flood re…",,,"पटना, बिहार, भारत",RT| PM,"[46.8852,-56.3159]"
2017-08-26 23:40:44,anu_yad,RT @NewsWorldIN: Bihar has the worst flood but Nitish Ji's NDA PM gave only 500 Cr However in 2008 UPA gave 1100 Crore. @yadavtejashwi #Bah…,,,"पटना, बिहार, भारत",RT| Bihar| Nitish Ji| NDA PM| UPA,"[25.0960742,85.3131194][24.5794505, 73.7243798][44.910481, -93.186945][58.27907399999999, 22.5447629]"
2017-08-26 23:40:06,TheDukeVictoria,"RT @WBPolice: Arranging shelter, food for the flood affected people at Balurghat by #DakshinDinajpurPolice https://t.co/rHIChWyTog",,,WORLDWIDE,RT| Balurghat,"[25.2372834,88.7830612]"
2017-08-26 23:37:13,DKCP35,"RT @ZeeNews: Bihar flood toll touches 440, Assam, West Bengal situation improves
https://t.co/ivcNYYfa5e",,,,RT| Bihar| Assam| West Bengal,"[25.0960742,85.3131194][26.2006043,92.9375739][22.9867569,87.8549755]"
2017-08-26 23:32:32,RajaGop13046227,"RT @PMOIndia: PM @narendramodi, CM @NitishKumar, Dy CM @SushilModi and top officials reviewing the flood situation in Bihar at a high level…",,,,RT| CM| Bihar,"[7.369722,12.354722][25.0960742,85.3131194]"
2017-08-26 23:31:50,Thekitabwala,Hurricane Harvey: Thousands of prisoners evacuated as flood waters rise https://t.co/yUQNgTNNhY,,,"Kanpur, India",Hurricane Harvey,"[39.225013,-90.9220472]"
2017-08-26 23:31:43,anu_yad,"RT @NewsWorldIN: Instead of spending money on flood victims, the Sushasni Government of #Bihar is spending crores of rupees on stars - @yad…",,,"पटना, बिहार, भारत",RT| Sushasni,"[19.1892274, 72.97622989999999]"
2017-08-26 23:28:53,jha_siddhus94,RT @ShahnawazBJP: Thank you PM @narendramodi ji for personally visiting flood affected areas in Bihar &amp; announcing Rs. 500 cr towards relie…,,,"Dubai, United Arab Emirates",RT| Bihar,"[25.0960742,85.3131194]"
